bookId,a002,a004,a006,a008,a010,A011,CN01,CN02,CN03,CN04,CN05,CN06,CN07,CN08,DL40,DS01,DS02,DS03,DS04,DS05,DS06,DS07,DS08,GD01,GD02,GD03,GD04,GD05,GD06,GD07,GD08,GD09,GD10,GD11,GD12,GD13,GD14,GD15,GD16,GD17,GD18,GD19,GD20,GD21,GD23,GD24,GD25,GD26,GD27,GD28,GD29,GD30,GD31,GD32,GD33,GD34,GD35,GD36,GD37,GD38,GD39,GD41,GD42,GD43,GD44,GD45,GD46,GD47,GD48,GD49,GD50,GD51,GD52,GD53,GD54,GD55,GD56,GD57,GD58,GD59,GD62,KD01,KD02,KD03,KD04,KD05,KD06,KD07,KD08,LS01,LS02,LS03,LS04,LS05,LS06,LS07,LS08,LT01,LT02,LT03,LT04,LT05,LT06,LT07,LT08,MK01,MK02,MK03,MK04,MK05,MK06,MK07,MK08,SK01,SK02,SK03,SK04,SK05,SK06,SK07,SK08,TT01,TT02,TT03,TT04,TT05,TT06,TT07,TT08
CN05,0.0,0.0,0.0,0.0,0.0,0.0,0.12247651113715026,0.12651144139416315,0.10643083308108439,0.07076610861333846,1.0000000000000002,0.0,0.16405645974010405,0.11106801339826969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025234842489286494,0.01857885145815758,0.0,0.0,0.05927526041951407,0.06338365750196151,0.0,0.028103242598357805,0.0,0.0,0.0,0.19454175703961468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04397403239616255,0.0,0.0,0.0,0.0,0.0,0.20025087024187324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02253295613265467,0.0,0.0,0.09623532963498425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11578582992668231,0.0,0.0,0.22252057904529537,0.0,0.07766052926482495,0.0,0.23586661165529257,0.1573434442381928,0.2063860039445858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN07,0.0,0.0,0.0,0.0,0.0,0.0,0.16882380269289207,0.14025741074852302,0.15398703851724493,0.08510132774376837,0.16405645974010405,0.0,1.0000000000000002,0.1760730475879357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012363977851263551,0.014740072135159727,0.0,0.0,0.07774651778717277,0.11263939220411424,0.0,0.033823275180102724,0.0,0.0,0.0,0.1768313138660629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN08,0.0,0.0,0.0,0.0,0.0,0.0,0.122826053783826,0.13130454664704003,0.3120142808580209,0.06446779192403783,0.11106801339826969,0.0,0.1760730475879357,0.9999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03520309895870551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03652381727747301,0.0,0.0,0.06645896820798375,0.14651116103613898,0.0,0.024445677555989986,0.0,0.0,0.0,0.022490764064770758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0694878398578697,0.0,0.057628913284615814,0.07235769252281085,0.03770777307120056,0.08053328777936551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08531666799830638,0.0,0.0,0.0,0.1849797886760056,0.0,0.0,0.11962308647613204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17906108834166104,0.13699748859979705,0.2363392352187633,0.21043592467223957,0.0,0.0,0.29669117792831123,0.1434855594422499,0.30612110256384784,0.24940507830796355,0.20354828803453115,0.2996412379143256,0.24777401166768762,0.14566607531896653,0.2578851506009008,0.2598616263207419,0.305509692836365,0.21218323493464922,0.19189522308385332,0.2323236426235386,0.18323945930644686,0.18771979369072772,0.24366861977519183,0.16854284076299364,0.24713267527059202,0.2812202618303599,0.226888890103512,0.2095602483311897,0.2112220411341029,0.2612688731336215,0.19849164972548256,0.24071543164995254,0.0,0.1285465930535352,0.08975641486946781,0.08675784994244672,0.09594806073375892,0.10488758304707724,0.0,0.1234912301363807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056995864764513675,0.0,0.0,0.0,0.0,0.1288202444033293,0.08943832193758777,0.0,0.0,0.0,0.15223463117407823,0.09631132321072147,0.0,0.0759139841710788,0.0,0.0,0.0,0.0,0.0,0.0,0.04740250316120146,0.03372940879634361,0.0,0.0,0.0,0.0296841460601462,0.09174571639836394,0.0
DS01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0694878398578697,0.9999999999999997,0.0,0.05569560446768806,0.06924049472992565,0.13239567137793795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050579297375727215,0.0,0.0,0.0,0.027738348954718047,0.0,0.0,0.03964128509501762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09414630634483867,0.029284713109517115,0.09677140998285866,0.05445479170724302,0.0,0.0,0.07150463837155897,0.0549908196994753,0.11781193251229606,0.07721569473206855,0.06900615642890423,0.06266371844929611,0.05447420288559078,0.03846728771418595,0.11960470963566594,0.044011000685899686,0.1262475248048557,0.07805298807858431,0.049135161060263194,0.05728388779110184,0.0078034395810698135,0.10159408440215881,0.11431853494804413,0.11057914828702826,0.1097205448518533,0.06464785876311399,0.10446267664651596,0.10531475519172069,0.07354328375125568,0.059038739285373544,0.08514566121055794,0.0658455580887779,0.0,0.0586864663812085,0.012655281745177285,0.0,0.024387809905492663,0.17850775947063047,0.0,0.02107612456062901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05528485880966472,0.0,0.0,0.0,0.0,0.054348635622254726,0.01718397434941004,0.0,0.0,0.0,0.012342012756649392,0.02683670266667043,0.0,0.047990430072081286,0.0,0.0,0.0,0.0,0.0,0.0,0.024788526589338035,0.014560431071105488,0.0,0.0,0.0,0.0196546000947657,0.0,0.0
DS02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103818457916861,0.11852211536441713,0.0,0.06724779195168124,0.02303110053988278,0.0,0.07218165831316178,0.020479518813994978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0980082492179725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05550437012316005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249471311146148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057628913284615814,0.05569560446768806,0.0,0.9999999999999998,0.06524794063469597,0.062378393131655566,0.01038218422630896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14568078587276684,0.0,0.0,0.0,0.030111854702588793,0.0,0.0,0.06631093478981526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05456377849948873,0.03354015969340153,0.07480385704164691,0.02826411086314743,0.0,0.0,0.06759807121033048,0.026821682832771435,0.036427442444957533,0.050129142354215735,0.07924940385292323,0.036087787771786346,0.058950431011160084,0.03207073153721869,0.0567120649379643,0.03294853642421155,0.06597156982286291,0.05933939061224984,0.05919654442013359,0.02152314553165836,0.015647709222530712,0.05560370420274097,0.039376397048474586,0.06896367690242818,0.06233166105114862,0.044702486147359326,0.08143772181503535,0.05571410144468121,0.01378758076630854,0.04560833529885605,0.05026683006909955,0.061359111646276464,0.0,0.03119218702374741,0.021428034127678353,0.008020438106999463,0.06014739662022595,0.019418113933024908,0.0,0.008201871852396783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021284682295926158,0.0,0.0,0.0,0.0,0.020987419544788048,0.013909754366150896,0.0,0.0,0.0,0.01453225329288376,0.013346057203510571,0.0,0.04205376360214768,0.0,0.0,0.0,0.0,0.0,0.0,0.005945787078524739,0.013335078798542259,0.0,0.0,0.0,0.0,0.0,0.0
DS04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07235769252281085,0.06924049472992565,0.0,0.06524794063469597,1.0000000000000002,0.11682155923522096,0.06309162897558619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14725966116587524,0.0,0.0,0.0,0.06849065895238429,0.0,0.0,0.10520575917354688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10788194461287444,0.036931486353365385,0.06493712069132358,0.027065281333772832,0.0,0.0,0.12384060551986993,0.05331434097728061,0.10053163096518679,0.09225748792578133,0.043388439028104506,0.06167565439769962,0.032922816026623836,0.012198295800526567,0.11732310947477761,0.024038311942250305,0.18582418818127816,0.06889638768131033,0.079158164737727,0.05236428184274033,0.051267446542653146,0.1728830824777671,0.10863805055006359,0.08846650118472969,0.11227640453808335,0.05822756028580885,0.19793423967567536,0.05131436081970586,0.02237510028638369,0.07473869553371103,0.032892662013439614,0.06888150300578647,0.0,0.06326151083796996,0.00469545824439473,0.014597639881102065,0.01115099632602062,0.0,0.0,0.03326296443993361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04328605096317765,0.0,0.0,0.0,0.0,0.057710288415863426,0.08758329095296886,0.0,0.0,0.0,0.01900715136892193,0.006073433985472984,0.0,0.046515130058781565,0.0,0.0,0.0,0.0,0.0,0.0,0.08376641432102588,0.014538860438475416,0.0,0.0,0.0,0.03536880545915841,0.011695715144350558,0.0
DS05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03770777307120056,0.13239567137793795,0.0,0.062378393131655566,0.11682155923522096,1.0000000000000002,0.072719646702127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08605549539603662,0.0,0.0,0.0,0.09576009979677008,0.0,0.0,0.1058035311301165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06925224101536466,0.01995453313981254,0.06361529883632921,0.022189055055068803,0.0,0.0,0.03795067939633694,0.0158690502777597,0.04070136197849206,0.058041927974613786,0.03156473530794969,0.05249157321237079,0.022942872102335848,0.01945885710761916,0.0622511887217284,0.0218497299664295,0.0698928729329592,0.04785998351923691,0.05359998667435417,0.06363261441699532,0.025692397997877415,0.10033380664051192,0.04663382396827805,0.05517672131132628,0.041966420057952855,0.04153852172704154,0.06120879764748282,0.03691698379742085,0.03595053487636103,0.043279272196323354,0.03674192058094065,0.042531181993250934,0.0,0.020452316321695516,0.015851315916369547,0.023222428053777715,0.030162833998342645,0.026675535460250865,0.0,0.022714981766755835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02849761542599767,0.0,0.0,0.0,0.0,0.038015801561715724,0.04066273267335383,0.0,0.0,0.0,0.02232552245733454,0.04027411008128802,0.0,0.038123880282546145,0.0,0.0,0.0,0.0,0.0,0.0,0.010525034995933338,0.003951222552135597,0.0,0.0,0.0,0.008256612514907035,0.006320138792678832,0.0
